system:index,count,label,.geo
-27082+8864,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64087262262441,39.81333339217719],[-121.63638104620381,39.81333339217719],[-121.63638104620381,39.81782496859779],[-121.64087262262441,39.81782496859779],[-121.64087262262441,39.81333339217719]]]}"
-27083+8829,1,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.645364199045,39.65612821745628],[-121.64087262262441,39.65612821745628],[-121.64087262262441,39.660619793876876],[-121.645364199045,39.660619793876876],[-121.645364199045,39.65612821745628]]]}"
-27083+8832,14,315,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.6633305047274,39.660619793876876],[-121.6633305047274,39.665111370297474],[-121.6723136575686,39.665111370297474],[-121.6723136575686,39.65612821745628],[-121.667822081148,39.65612821745628],[-121.667822081148,39.660619793876876],[-121.6633305047274,39.660619793876876]]],[[[-121.645364199045,39.660619793876876],[-121.64087262262441,39.660619793876876],[-121.64087262262441,39.67409452313867],[-121.6543473518862,39.67409452313867],[-121.6543473518862,39.66960294671807],[-121.64985577546561,39.66960294671807],[-121.64985577546561,39.665111370297474],[-121.645364199045,39.665111370297474],[-121.645364199045,39.660619793876876]]],[[[-121.645364199045,39.660619793876876],[-121.6633305047274,39.660619793876876],[-121.6633305047274,39.65163664103568],[-121.6588389283068,39.65163664103568],[-121.6588389283068,39.65612821745628],[-121.645364199045,39.65612821745628],[-121.645364199045,39.660619793876876]]]]}"
-27083+8842,8,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64985577546561,39.719010287344645],[-121.64985577546561,39.71451871092405],[-121.6543473518862,39.71451871092405],[-121.6543473518862,39.71002713450345],[-121.645364199045,39.71002713450345],[-121.645364199045,39.70553555808285],[-121.63638104620381,39.70553555808285],[-121.63638104620381,39.71451871092405],[-121.64087262262441,39.71451871092405],[-121.64087262262441,39.719010287344645],[-121.64985577546561,39.719010287344645]]]}"
-27083+8845,7,316,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.62739789336261,39.71451871092405],[-121.62290631694202,39.71451871092405],[-121.62290631694202,39.719010287344645],[-121.62739789336261,39.719010287344645],[-121.62739789336261,39.71451871092405]]],[[[-121.62739789336261,39.719010287344645],[-121.62739789336261,39.72799344018584],[-121.64087262262441,39.72799344018584],[-121.64087262262441,39.73248501660644],[-121.645364199045,39.73248501660644],[-121.645364199045,39.72350186376524],[-121.63188946978322,39.72350186376524],[-121.63188946978322,39.719010287344645],[-121.62739789336261,39.719010287344645]]]]}"
-27083+8849,1,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.645364199045,39.745959745868234],[-121.64087262262441,39.745959745868234],[-121.64087262262441,39.750451322288825],[-121.645364199045,39.750451322288825],[-121.645364199045,39.745959745868234]]]}"
-27083+8859,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.645364199045,39.79087551007421],[-121.64087262262441,39.79087551007421],[-121.64087262262441,39.79536708649481],[-121.645364199045,39.79536708649481],[-121.645364199045,39.79087551007421]]]}"
-27083+8862,10,314,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.63188946978322,39.799858662915405],[-121.63188946978322,39.79536708649481],[-121.61392316410083,39.79536708649481],[-121.61392316410083,39.799858662915405],[-121.61841474052143,39.799858662915405],[-121.61841474052143,39.804350239336],[-121.62739789336261,39.804350239336],[-121.62739789336261,39.799858662915405],[-121.63188946978322,39.799858662915405]]],[[[-121.63188946978322,39.799858662915405],[-121.63188946978322,39.804350239336],[-121.64087262262441,39.804350239336],[-121.64087262262441,39.808841815756594],[-121.645364199045,39.808841815756594],[-121.645364199045,39.799858662915405],[-121.63188946978322,39.799858662915405]]]]}"
-27084+8830,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6543473518862,39.660619793876876],[-121.645364199045,39.660619793876876],[-121.645364199045,39.665111370297474],[-121.6543473518862,39.665111370297474],[-121.6543473518862,39.660619793876876]]]}"
-27084+8840,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64985577546561,39.70553555808285],[-121.645364199045,39.70553555808285],[-121.645364199045,39.71002713450345],[-121.64985577546561,39.71002713450345],[-121.64985577546561,39.70553555808285]]]}"
-27084+8853,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64985577546561,39.76392605155062],[-121.645364199045,39.76392605155062],[-121.645364199045,39.76841762797122],[-121.64985577546561,39.76841762797122],[-121.64985577546561,39.76392605155062]]]}"
-27084+8863,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64985577546561,39.808841815756594],[-121.645364199045,39.808841815756594],[-121.645364199045,39.81333339217719],[-121.64985577546561,39.81333339217719],[-121.64985577546561,39.808841815756594]]]}"
-27085+8818,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6543473518862,39.606720876829705],[-121.64985577546561,39.606720876829705],[-121.64985577546561,39.6112124532503],[-121.6543473518862,39.6112124532503],[-121.6543473518862,39.606720876829705]]]}"
-27085+8820,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6588389283068,39.6157040296709],[-121.64985577546561,39.6157040296709],[-121.64985577546561,39.6201956060915],[-121.6588389283068,39.6201956060915],[-121.6588389283068,39.6157040296709]]]}"
-27085+8839,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6543473518862,39.70104398166225],[-121.64985577546561,39.70104398166225],[-121.64985577546561,39.70553555808285],[-121.6543473518862,39.70553555808285],[-121.6543473518862,39.70104398166225]]]}"
-27085+8840,26,313,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.6543473518862,39.70553555808285],[-121.64985577546561,39.70553555808285],[-121.64985577546561,39.71002713450345],[-121.6543473518862,39.71002713450345],[-121.6543473518862,39.70553555808285]]],[[[-121.60044843483904,39.68307767597987],[-121.59595685841843,39.68307767597987],[-121.59595685841843,39.687569252400465],[-121.60044843483904,39.687569252400465],[-121.60044843483904,39.68307767597987]]],[[[-121.64985577546561,39.70104398166225],[-121.64087262262441,39.70104398166225],[-121.64087262262441,39.70553555808285],[-121.64985577546561,39.70553555808285],[-121.64985577546561,39.70104398166225]]],[[[-121.61841474052143,39.696552405241654],[-121.62739789336261,39.696552405241654],[-121.62739789336261,39.70104398166225],[-121.63188946978322,39.70104398166225],[-121.63188946978322,39.70553555808285],[-121.63638104620381,39.70553555808285],[-121.63638104620381,39.70104398166225],[-121.64087262262441,39.70104398166225],[-121.64087262262441,39.696552405241654],[-121.63188946978322,39.696552405241654],[-121.63188946978322,39.687569252400465],[-121.62290631694202,39.687569252400465],[-121.62290631694202,39.692060828821056],[-121.61841474052143,39.692060828821056],[-121.61841474052143,39.696552405241654]]],[[[-121.61841474052143,39.696552405241654],[-121.60943158768023,39.696552405241654],[-121.60943158768023,39.70104398166225],[-121.61841474052143,39.70104398166225],[-121.61841474052143,39.696552405241654]]],[[[-121.59595685841843,39.687569252400465],[-121.58248212915665,39.687569252400465],[-121.58248212915665,39.696552405241654],[-121.58697370557724,39.696552405241654],[-121.58697370557724,39.70104398166225],[-121.59146528199784,39.70104398166225],[-121.59146528199784,39.696552405241654],[-121.59595685841843,39.696552405241654],[-121.59595685841843,39.70104398166225],[-121.60044843483904,39.70104398166225],[-121.60044843483904,39.696552405241654],[-121.60943158768023,39.696552405241654],[-121.60943158768023,39.692060828821056],[-121.59595685841843,39.692060828821056],[-121.59595685841843,39.687569252400465]]]]}"
-27085+8848,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6543473518862,39.741468169447636],[-121.64985577546561,39.741468169447636],[-121.64985577546561,39.745959745868234],[-121.6543473518862,39.745959745868234],[-121.6543473518862,39.741468169447636]]]}"
-27085+8853,1,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6543473518862,39.76392605155062],[-121.64985577546561,39.76392605155062],[-121.64985577546561,39.76841762797122],[-121.6543473518862,39.76841762797122],[-121.6543473518862,39.76392605155062]]]}"
-27086+8817,2,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6633305047274,39.60222930040911],[-121.6543473518862,39.60222930040911],[-121.6543473518862,39.606720876829705],[-121.6633305047274,39.606720876829705],[-121.6633305047274,39.60222930040911]]]}"
-27086+8819,3,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6633305047274,39.6157040296709],[-121.6633305047274,39.6112124532503],[-121.6588389283068,39.6112124532503],[-121.6588389283068,39.606720876829705],[-121.6543473518862,39.606720876829705],[-121.6543473518862,39.6157040296709],[-121.6633305047274,39.6157040296709]]]}"
-27086+8831,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6588389283068,39.665111370297474],[-121.6543473518862,39.665111370297474],[-121.6543473518862,39.66960294671807],[-121.6588389283068,39.66960294671807],[-121.6588389283068,39.665111370297474]]]}"
-27086+8832,7,313,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.6543473518862,39.665111370297474],[-121.6588389283068,39.665111370297474],[-121.6588389283068,39.66960294671807],[-121.6633305047274,39.66960294671807],[-121.6633305047274,39.67409452313867],[-121.667822081148,39.67409452313867],[-121.667822081148,39.665111370297474],[-121.6633305047274,39.665111370297474],[-121.6633305047274,39.660619793876876],[-121.6543473518862,39.660619793876876],[-121.6543473518862,39.665111370297474]]],[[[-121.6588389283068,39.66960294671807],[-121.6543473518862,39.66960294671807],[-121.6543473518862,39.67409452313867],[-121.6588389283068,39.67409452313867],[-121.6588389283068,39.66960294671807]]],[[[-121.6543473518862,39.665111370297474],[-121.64985577546561,39.665111370297474],[-121.64985577546561,39.66960294671807],[-121.6543473518862,39.66960294671807],[-121.6543473518862,39.665111370297474]]]]}"
-27086+8833,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6588389283068,39.67409452313867],[-121.6543473518862,39.67409452313867],[-121.6543473518862,39.67858609955927],[-121.6588389283068,39.67858609955927],[-121.6588389283068,39.67409452313867]]]}"
-27086+8840,3,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.667822081148,39.70553555808285],[-121.6543473518862,39.70553555808285],[-121.6543473518862,39.71002713450345],[-121.667822081148,39.71002713450345],[-121.667822081148,39.70553555808285]]]}"
-27086+8841,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6588389283068,39.71002713450345],[-121.6543473518862,39.71002713450345],[-121.6543473518862,39.71451871092405],[-121.6588389283068,39.71451871092405],[-121.6588389283068,39.71002713450345]]]}"
-27086+8845,157,316,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.667822081148,39.72350186376524],[-121.6633305047274,39.72350186376524],[-121.6633305047274,39.719010287344645],[-121.6588389283068,39.719010287344645],[-121.6588389283068,39.72799344018584],[-121.6543473518862,39.72799344018584],[-121.6543473518862,39.73248501660644],[-121.6633305047274,39.73248501660644],[-121.6633305047274,39.72799344018584],[-121.667822081148,39.72799344018584],[-121.667822081148,39.72350186376524]]],[[[-121.64087262262441,39.66960294671807],[-121.63638104620381,39.66960294671807],[-121.63638104620381,39.67409452313867],[-121.64087262262441,39.67409452313867],[-121.64087262262441,39.66960294671807]]],[[[-121.667822081148,39.67409452313867],[-121.6723136575686,39.67409452313867],[-121.6723136575686,39.67858609955927],[-121.68129681040979,39.67858609955927],[-121.68129681040979,39.68307767597987],[-121.68578838683038,39.68307767597987],[-121.68578838683038,39.687569252400465],[-121.6768052339892,39.687569252400465],[-121.6768052339892,39.692060828821056],[-121.6723136575686,39.692060828821056],[-121.6723136575686,39.687569252400465],[-121.6633305047274,39.687569252400465],[-121.6633305047274,39.692060828821056],[-121.6588389283068,39.692060828821056],[-121.6588389283068,39.67858609955927],[-121.6543473518862,39.67858609955927],[-121.6543473518862,39.67409452313867],[-121.64087262262441,39.67409452313867],[-121.64087262262441,39.67858609955927],[-121.63638104620381,39.67858609955927],[-121.63638104620381,39.696552405241654],[-121.64087262262441,39.696552405241654],[-121.64087262262441,39.70104398166225],[-121.6543473518862,39.70104398166225],[-121.6543473518862,39.70553555808285],[-121.667822081148,39.70553555808285],[-121.667822081148,39.71002713450345],[-121.6633305047274,39.71002713450345],[-121.6633305047274,39.71451871092405],[-121.667822081148,39.71451871092405],[-121.667822081148,39.72350186376524],[-121.6723136575686,39.72350186376524],[-121.6723136575686,39.719010287344645],[-121.68129681040979,39.719010287344645],[-121.68129681040979,39.71451871092405],[-121.68578838683038,39.71451871092405],[-121.68578838683038,39.71002713450345],[-121.69477153967158,39.71002713450345],[-121.69477153967158,39.70104398166225],[-121.69027996325099,39.70104398166225],[-121.69027996325099,39.687569252400465],[-121.69477153967158,39.687569252400465],[-121.69477153967158,39.692060828821056],[-121.70375469251277,39.692060828821056],[-121.70375469251277,39.68307767597987],[-121.70824626893338,39.68307767597987],[-121.70824626893338,39.687569252400465],[-121.71722942177458,39.687569252400465],[-121.71722942177458,39.70553555808285],[-121.72172099819517,39.70553555808285],[-121.72172099819517,39.71002713450345],[-121.71722942177458,39.71002713450345],[-121.71722942177458,39.71451871092405],[-121.73070415103636,39.71451871092405],[-121.73070415103636,39.71002713450345],[-121.73519572745697,39.71002713450345],[-121.73519572745697,39.70553555808285],[-121.72621257461577,39.70553555808285],[-121.72621257461577,39.70104398166225],[-121.72172099819517,39.70104398166225],[-121.72172099819517,39.696552405241654],[-121.72621257461577,39.696552405241654],[-121.72621257461577,39.692060828821056],[-121.72172099819517,39.692060828821056],[-121.72172099819517,39.687569252400465],[-121.72621257461577,39.687569252400465],[-121.72621257461577,39.68307767597987],[-121.73968730387756,39.68307767597987],[-121.73968730387756,39.66960294671807],[-121.74417888029815,39.66960294671807],[-121.74417888029815,39.665111370297474],[-121.73968730387756,39.665111370297474],[-121.73968730387756,39.660619793876876],[-121.73519572745697,39.660619793876876],[-121.73519572745697,39.665111370297474],[-121.72172099819517,39.665111370297474],[-121.72172099819517,39.660619793876876],[-121.71722942177458,39.660619793876876],[-121.71722942177458,39.65612821745628],[-121.70824626893338,39.65612821745628],[-121.70824626893338,39.660619793876876],[-121.69027996325099,39.660619793876876],[-121.69027996325099,39.665111370297474],[-121.70824626893338,39.665111370297474],[-121.70824626893338,39.66960294671807],[-121.69027996325099,39.66960294671807],[-121.69027996325099,39.67409452313867],[-121.68578838683038,39.67409452313867],[-121.68578838683038,39.66960294671807],[-121.6723136575686,39.66960294671807],[-121.6723136575686,39.665111370297474],[-121.667822081148,39.665111370297474],[-121.667822081148,39.67409452313867]],[[-121.68578838683038,39.68307767597987],[-121.69027996325099,39.68307767597987],[-121.69027996325099,39.67858609955927],[-121.68578838683038,39.67858609955927],[-121.68578838683038,39.68307767597987]],[[-121.72172099819517,39.67409452313867],[-121.71722942177458,39.67409452313867],[-121.71722942177458,39.66960294671807],[-121.71273784535397,39.66960294671807],[-121.71273784535397,39.67858609955927],[-121.72172099819517,39.67858609955927],[-121.72172099819517,39.67409452313867]],[[-121.69926311609218,39.67409452313867],[-121.69477153967158,39.67409452313867],[-121.69477153967158,39.67858609955927],[-121.69926311609218,39.67858609955927],[-121.69926311609218,39.67409452313867]],[[-121.68129681040979,39.70553555808285],[-121.6723136575686,39.70553555808285],[-121.6723136575686,39.71002713450345],[-121.68129681040979,39.71002713450345],[-121.68129681040979,39.70553555808285]]],[[[-121.6768052339892,39.68307767597987],[-121.6723136575686,39.68307767597987],[-121.6723136575686,39.687569252400465],[-121.6768052339892,39.687569252400465],[-121.6768052339892,39.68307767597987]]],[[[-121.667822081148,39.67409452313867],[-121.6588389283068,39.67409452313867],[-121.6588389283068,39.67858609955927],[-121.6633305047274,39.67858609955927],[-121.6633305047274,39.68307767597987],[-121.667822081148,39.68307767597987],[-121.667822081148,39.67409452313867]]]]}"
-27086+8848,1,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6588389283068,39.741468169447636],[-121.6543473518862,39.741468169447636],[-121.6543473518862,39.745959745868234],[-121.6588389283068,39.745959745868234],[-121.6588389283068,39.741468169447636]]]}"
-27087+8820,2,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.667822081148,39.6157040296709],[-121.6588389283068,39.6157040296709],[-121.6588389283068,39.6201956060915],[-121.667822081148,39.6201956060915],[-121.667822081148,39.6157040296709]]]}"
-27087+8832,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6633305047274,39.66960294671807],[-121.6588389283068,39.66960294671807],[-121.6588389283068,39.67409452313867],[-121.6633305047274,39.67409452313867],[-121.6633305047274,39.66960294671807]]]}"
-27087+8836,6,313,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.6723136575686,39.687569252400465],[-121.6723136575686,39.68307767597987],[-121.6633305047274,39.68307767597987],[-121.6633305047274,39.67858609955927],[-121.6588389283068,39.67858609955927],[-121.6588389283068,39.692060828821056],[-121.6633305047274,39.692060828821056],[-121.6633305047274,39.687569252400465],[-121.6723136575686,39.687569252400465]]],[[[-121.6768052339892,39.687569252400465],[-121.6723136575686,39.687569252400465],[-121.6723136575686,39.692060828821056],[-121.6768052339892,39.692060828821056],[-121.6768052339892,39.687569252400465]]]]}"
-27087+8841,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6633305047274,39.71002713450345],[-121.6588389283068,39.71002713450345],[-121.6588389283068,39.71451871092405],[-121.6633305047274,39.71451871092405],[-121.6633305047274,39.71002713450345]]]}"
-27087+8847,4,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.667822081148,39.73248501660644],[-121.6588389283068,39.73248501660644],[-121.6588389283068,39.741468169447636],[-121.667822081148,39.741468169447636],[-121.667822081148,39.73248501660644]]]}"
-27087+8848,5,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68129681040979,39.741468169447636],[-121.6588389283068,39.741468169447636],[-121.6588389283068,39.745959745868234],[-121.68129681040979,39.745959745868234],[-121.68129681040979,39.741468169447636]]]}"
-27088+8819,3,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.667822081148,39.6157040296709],[-121.667822081148,39.606720876829705],[-121.6588389283068,39.606720876829705],[-121.6588389283068,39.6112124532503],[-121.6633305047274,39.6112124532503],[-121.6633305047274,39.6157040296709],[-121.667822081148,39.6157040296709]]]}"
-27088+8828,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.667822081148,39.65163664103568],[-121.6633305047274,39.65163664103568],[-121.6633305047274,39.65612821745628],[-121.667822081148,39.65612821745628],[-121.667822081148,39.65163664103568]]]}"
-27088+8829,5,320,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.667822081148,39.65612821745628],[-121.6633305047274,39.65612821745628],[-121.6633305047274,39.660619793876876],[-121.667822081148,39.660619793876876],[-121.667822081148,39.65612821745628]]],[[[-121.667822081148,39.65612821745628],[-121.6723136575686,39.65612821745628],[-121.6723136575686,39.660619793876876],[-121.6768052339892,39.660619793876876],[-121.6768052339892,39.64714506461508],[-121.6723136575686,39.64714506461508],[-121.6723136575686,39.65163664103568],[-121.667822081148,39.65163664103568],[-121.667822081148,39.65612821745628]]]]}"
-27088+8854,5,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.67680523398919,39.772909204391816],[-121.67680523398919,39.76841762797122],[-121.6723136575686,39.76841762797122],[-121.6723136575686,39.76392605155062],[-121.6633305047274,39.76392605155062],[-121.6633305047274,39.772909204391816],[-121.67680523398919,39.772909204391816]]]}"
-27089+8826,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.67680523398919,39.64265348819448],[-121.667822081148,39.64265348819448],[-121.667822081148,39.64714506461508],[-121.67680523398919,39.64714506461508],[-121.67680523398919,39.64265348819448]]]}"
-27089+8827,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6723136575686,39.64714506461508],[-121.667822081148,39.64714506461508],[-121.667822081148,39.65163664103568],[-121.6723136575686,39.65163664103568],[-121.6723136575686,39.64714506461508]]]}"
-27089+8834,4,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68129681040979,39.68307767597987],[-121.68129681040979,39.67858609955927],[-121.6723136575686,39.67858609955927],[-121.6723136575686,39.67409452313867],[-121.667822081148,39.67409452313867],[-121.667822081148,39.68307767597987],[-121.68129681040979,39.68307767597987]]]}"
-27089+8844,2,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.67680523398919,39.72350186376524],[-121.667822081148,39.72350186376524],[-121.667822081148,39.72799344018584],[-121.67680523398919,39.72799344018584],[-121.67680523398919,39.72350186376524]]]}"
-27089+8861,86,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69926311609218,39.804350239335996],[-121.69926311609218,39.799858662915405],[-121.69477153967158,39.799858662915405],[-121.69477153967158,39.79536708649481],[-121.69926311609218,39.79536708649481],[-121.69926311609218,39.78189235723301],[-121.70375469251277,39.78189235723301],[-121.70375469251277,39.777400780812414],[-121.69926311609218,39.777400780812414],[-121.69926311609218,39.772909204391816],[-121.68578838683038,39.772909204391816],[-121.68578838683038,39.76841762797122],[-121.67680523398919,39.76841762797122],[-121.67680523398919,39.772909204391816],[-121.64087262262441,39.772909204391816],[-121.64087262262441,39.76841762797122],[-121.63638104620381,39.76841762797122],[-121.63638104620381,39.772909204391816],[-121.62290631694202,39.772909204391816],[-121.62290631694202,39.777400780812414],[-121.63188946978322,39.777400780812414],[-121.63188946978322,39.78189235723301],[-121.62739789336261,39.78189235723301],[-121.62739789336261,39.78638393365361],[-121.63638104620381,39.78638393365361],[-121.63638104620381,39.79087551007421],[-121.64087262262441,39.79087551007421],[-121.64087262262441,39.78638393365361],[-121.645364199045,39.78638393365361],[-121.645364199045,39.79536708649481],[-121.64985577546561,39.79536708649481],[-121.64985577546561,39.79087551007421],[-121.667822081148,39.79087551007421],[-121.667822081148,39.804350239335996],[-121.69926311609218,39.804350239335996]]]}"
-27089+8862,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.6723136575686,39.804350239335996],[-121.667822081148,39.804350239335996],[-121.667822081148,39.808841815756594],[-121.6723136575686,39.808841815756594],[-121.6723136575686,39.804350239335996]]]}"
-27090+8831,1,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.67680523398919,39.665111370297474],[-121.6723136575686,39.665111370297474],[-121.6723136575686,39.66960294671807],[-121.67680523398919,39.66960294671807],[-121.67680523398919,39.665111370297474]]]}"
-27090+8840,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.67680523398919,39.70553555808285],[-121.6723136575686,39.70553555808285],[-121.6723136575686,39.71002713450345],[-121.67680523398919,39.71002713450345],[-121.67680523398919,39.70553555808285]]]}"
-27090+8850,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.67680523398919,39.750451322288825],[-121.6723136575686,39.750451322288825],[-121.6723136575686,39.75494289870942],[-121.67680523398919,39.75494289870942],[-121.67680523398919,39.750451322288825]]]}"
-27090+8862,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.67680523398919,39.804350239335996],[-121.6723136575686,39.804350239335996],[-121.6723136575686,39.808841815756594],[-121.67680523398919,39.808841815756594],[-121.67680523398919,39.804350239335996]]]}"
-27091+8825,2,327,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68578838683038,39.638161911773885],[-121.67680523398919,39.638161911773885],[-121.67680523398919,39.64265348819448],[-121.68578838683038,39.64265348819448],[-121.68578838683038,39.638161911773885]]]}"
-27091+8827,2,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68129681040979,39.64265348819448],[-121.67680523398919,39.64265348819448],[-121.67680523398919,39.65163664103568],[-121.68129681040979,39.65163664103568],[-121.68129681040979,39.64265348819448]]]}"
-27091+8828,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68578838683038,39.65163664103568],[-121.67680523398919,39.65163664103568],[-121.67680523398919,39.65612821745628],[-121.68578838683038,39.65612821745628],[-121.68578838683038,39.65163664103568]]]}"
-27091+8829,6,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69926311609218,39.660619793876876],[-121.69926311609218,39.65612821745628],[-121.69027996325099,39.65612821745628],[-121.69027996325099,39.65163664103568],[-121.68578838683038,39.65163664103568],[-121.68578838683038,39.65612821745628],[-121.67680523398919,39.65612821745628],[-121.67680523398919,39.660619793876876],[-121.69926311609218,39.660619793876876]]]}"
-27091+8831,3,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68129681040979,39.66960294671807],[-121.68129681040979,39.660619793876876],[-121.6723136575686,39.660619793876876],[-121.6723136575686,39.665111370297474],[-121.67680523398919,39.665111370297474],[-121.67680523398919,39.66960294671807],[-121.68129681040979,39.66960294671807]]]}"
-27091+8835,2,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68578838683038,39.68307767597987],[-121.67680523398919,39.68307767597987],[-121.67680523398919,39.687569252400465],[-121.68578838683038,39.687569252400465],[-121.68578838683038,39.68307767597987]]]}"
-27091+8840,1,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68129681040979,39.70553555808285],[-121.67680523398919,39.70553555808285],[-121.67680523398919,39.71002713450345],[-121.68129681040979,39.71002713450345],[-121.68129681040979,39.70553555808285]]]}"
-27091+8852,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68129681040979,39.75943447513002],[-121.67680523398919,39.75943447513002],[-121.67680523398919,39.76392605155062],[-121.68129681040979,39.76392605155062],[-121.68129681040979,39.75943447513002]]]}"
-27092+8826,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68578838683038,39.64265348819448],[-121.68129681040979,39.64265348819448],[-121.68129681040979,39.64714506461508],[-121.68578838683038,39.64714506461508],[-121.68578838683038,39.64265348819448]]]}"
-27092+8830,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68578838683038,39.660619793876876],[-121.68129681040979,39.660619793876876],[-121.68129681040979,39.665111370297474],[-121.68578838683038,39.665111370297474],[-121.68578838683038,39.660619793876876]]]}"
-27092+8831,3,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69477153967158,39.665111370297474],[-121.68129681040979,39.665111370297474],[-121.68129681040979,39.66960294671807],[-121.69477153967158,39.66960294671807],[-121.69477153967158,39.665111370297474]]]}"
-27092+8845,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68578838683038,39.72799344018584],[-121.68129681040979,39.72799344018584],[-121.68129681040979,39.73248501660644],[-121.68578838683038,39.73248501660644],[-121.68578838683038,39.72799344018584]]]}"
-27092+8850,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.68578838683038,39.750451322288825],[-121.68129681040979,39.750451322288825],[-121.68129681040979,39.75494289870942],[-121.68578838683038,39.75494289870942],[-121.68578838683038,39.750451322288825]]]}"
-27093+8825,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.69027996325099,39.638161911773885],[-121.68578838683038,39.638161911773885],[-121.68578838683038,39.64265348819448],[-121.69027996325099,39.64265348819448],[-121.69027996325099,39.638161911773885]]]}"
