element_type,osmid,name,tourism,geometry,start_date,nodes,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,air_conditioning,brand,brand:wikidata,building,designation,phone,shop,toilets,website,wheelchair,amenity,operator,self_service,cuisine,official_name,healthcare,addr:country,email,layer,source,brand:wikipedia,alt_name,drive_through,opening_hours,ref,takeaway,atm,internet_access,building:levels,wikidata,addr:unit,ele,gnis:feature_id,denomination,religion,historic,tomb,townhall:type,access,toilets:disposal,unisex,description,operator:type,office,craft,leisure,note,telecom,check_date,social_centre:for,architect,level,healthcare:counselling,operator:wikidata,operator:website,operator:wikipedia,building:part,shelter_type,bench,generator:method,generator:output:electricity,generator:source,generator:type,power,ways,type
way,730255952,,,"POLYGON ((-121.4236685 37.7265673, -121.4236115 37.7265673, -121.4236115 37.7265103, -121.4235255 37.7265103, -121.4235255 37.7266473, -121.4236685 37.7266473, -121.4236685 37.7265673))",,"[6841295913, 6841295914, 6841295915, 6841295916, 6841295917, 6841295918, 6841295913]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255953,,,"POLYGON ((-121.4233589 37.7266386, -121.4234989 37.7266386, -121.4234989 37.7265026, -121.4233989 37.7265026, -121.4233989 37.7265436, -121.4233589 37.7265436, -121.4233589 37.7266386))",,"[6841295919, 6841295920, 6841295921, 6841295922, 6841295923, 6841295924, 6841295919]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255954,,,"POLYGON ((-121.4231925 37.7265838, -121.4231925 37.7266658, -121.4233245 37.7266658, -121.4233245 37.7265138, -121.4232245 37.7265138, -121.4232245 37.7265838, -121.4231925 37.7265838))",,"[6841295925, 6841295926, 6841295927, 6841295928, 6841295929, 6841295930, 6841295925]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255955,,,"POLYGON ((-121.4230135 37.7266336, -121.4231585 37.7266336, -121.4231585 37.7265066, -121.4230135 37.7265066, -121.4230135 37.7266336))",,"[6841295931, 6841295932, 6841295933, 6841295934, 6841295931]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255956,,,"POLYGON ((-121.424389 37.7262307, -121.4245353 37.7262425, -121.424556 37.7260813, -121.4244097 37.7260695, -121.424389 37.7262307))",,"[6841295936, 6841295937, 6841295938, 6841295939, 6841295936]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255957,,,"POLYGON ((-121.4243504 37.7262321, -121.4243504 37.7261001, -121.4242114 37.7261001, -121.4242114 37.7262321, -121.4243504 37.7262321))",,"[6841295940, 6841295941, 6841295942, 6841295943, 6841295940]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255958,,,"POLYGON ((-121.424184 37.7261668, -121.424184 37.7260868, -121.424029 37.7260868, -121.424029 37.7262368, -121.42412 37.7262368, -121.42412 37.7261668, -121.424184 37.7261668))",,"[6841295944, 6841295945, 6841295946, 6841295947, 6841295948, 6841295949, 6841295944]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255959,,,"POLYGON ((-121.42386 37.726237, -121.423994 37.726237, -121.423994 37.726097, -121.42386 37.726097, -121.42386 37.726237))",,"[6841295950, 6841295951, 6841295952, 6841295953, 6841295950]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255960,,,"POLYGON ((-121.4238296 37.7261145, -121.4236806 37.7261175, -121.4236846 37.7262355, -121.4238336 37.7262325, -121.4238296 37.7261145))",,"[6841295954, 6841295955, 6841295956, 6841295957, 6841295954]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255961,,,"POLYGON ((-121.4235371 37.7261967, -121.4235851 37.7261967, -121.4235851 37.7262457, -121.4236681 37.7262457, -121.4236681 37.7260927, -121.4235371 37.7260927, -121.4235371 37.7261967))",,"[6841295958, 6841295959, 6841295960, 6841295961, 6841295962, 6841295963, 6841295958]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255962,,,"POLYGON ((-121.4234892 37.7260639, -121.4233423 37.726062, -121.4233404 37.7261574, -121.4233856 37.726158, -121.423385 37.7261854, -121.4234867 37.7261867, -121.4234892 37.7260639))",,"[6841295964, 6841295965, 6841295966, 6841295967, 6841295968, 6841295969, 6841295964]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255963,,,"POLYGON ((-121.4244809 37.7259759, -121.4246549 37.7259759, -121.4246549 37.7258549, -121.4245689 37.7258549, -121.4245689 37.7258039, -121.4244809 37.7258039, -121.4244809 37.7259759))",,"[6841295970, 6841295971, 6841295972, 6841295973, 6841295974, 6841295975, 6841295970]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255964,,,"POLYGON ((-121.4244446 37.7258187, -121.4244425 37.7259538, -121.4242915 37.7259523, -121.4242924 37.7258913, -121.4243553 37.7258919, -121.4243564 37.7258178, -121.4244446 37.7258187))",,"[6841295976, 6841295977, 6841295978, 6841295979, 6841295980, 6841295981, 6841295976]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255965,,,"POLYGON ((-121.4242797 37.7259759, -121.4241934 37.7259742, -121.4241945 37.7259388, -121.4241329 37.7259375, -121.424137 37.7258099, -121.4242849 37.7258128, -121.4242797 37.7259759))",,"[6841295982, 6841295983, 6841295984, 6841295985, 6841295986, 6841295987, 6841295982]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255966,,,"POLYGON ((-121.4241023 37.7259556, -121.4241023 37.7258236, -121.4239653 37.7258236, -121.4239653 37.7259556, -121.4241023 37.7259556))",,"[6841295988, 6841295989, 6841295990, 6841295991, 6841295988]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255967,,,"POLYGON ((-121.423924 37.7259583, -121.423924 37.7258053, -121.423827 37.7258053, -121.423827 37.7258803, -121.423801 37.7258803, -121.423801 37.7259583, -121.423924 37.7259583))",,"[6841295992, 6841295993, 6841295994, 6841295995, 6841295996, 6841295997, 6841295992]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255968,,,"POLYGON ((-121.4237127 37.7257993, -121.4236107 37.7257993, -121.4236107 37.7259713, -121.4237687 37.7259713, -121.4237687 37.7258483, -121.4237127 37.7258483, -121.4237127 37.7257993))",,"[6841295998, 6841295999, 6841296000, 6841296001, 6841296002, 6841296003, 6841295998]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255969,,,"POLYGON ((-121.423421 37.725965, -121.423527 37.725965, -121.423527 37.725929, -121.423569 37.725929, -121.423569 37.725791, -121.423422 37.725791, -121.423421 37.725965))",,"[6841296004, 6841296005, 6841296006, 6841296007, 6841296008, 6841296009, 6841296004]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730255970,,,"POLYGON ((-121.4232583 37.7259445, -121.4234053 37.7259445, -121.4234053 37.7258035, -121.4232583 37.7258035, -121.4232583 37.7259445))",,"[6841296010, 6841296011, 6841296012, 6841296013, 6841296010]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201080,,,"POLYGON ((-121.423415 37.728293, -121.423455 37.728183, -121.423305 37.728148, -121.423265 37.728259, -121.423415 37.728293))",,"[6901750431, 6901750432, 6901750433, 6901750434, 6901750431]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201081,,,"POLYGON ((-121.423082 37.72818, -121.423082 37.728349, -121.423227 37.728349, -121.423227 37.72818, -121.423082 37.72818))",,"[6901750435, 6901750436, 6901750437, 6901750438, 6901750435]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201082,,,"POLYGON ((-121.4230665 37.728211, -121.4229235 37.728211, -121.4229235 37.728351, -121.4230665 37.728351, -121.4230665 37.728211))",,"[6901750439, 6901750440, 6901750441, 6901750442, 6901750439]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201083,,,"POLYGON ((-121.422773 37.728347, -121.422773 37.728176, -121.422671 37.728176, -121.422671 37.728216, -121.422628 37.728216, -121.422628 37.728347, -121.422773 37.728347))",,"[6901750443, 6901750444, 6901750445, 6901750446, 6901750447, 6901750448, 6901750443]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201084,,,"POLYGON ((-121.422591 37.728345, -121.422591 37.728203, -121.422451 37.728203, -121.422451 37.728345, -121.422591 37.728345))",,"[6901750449, 6901750450, 6901750451, 6901750452, 6901750449]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201085,,,"POLYGON ((-121.422285 37.728354, -121.422425 37.728354, -121.422425 37.728203, -121.422285 37.728203, -121.422285 37.728354))",,"[6901750453, 6901750454, 6901750455, 6901750456, 6901750453]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201086,,,"POLYGON ((-121.42225 37.728216, -121.422092 37.728216, -121.422092 37.728335, -121.422186 37.728335, -121.422186 37.728309, -121.42225 37.728309, -121.42225 37.728216))",,"[6901750457, 6901750458, 6901750459, 6901750460, 6901750461, 6901750462, 6901750457]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201087,,,"POLYGON ((-121.422049 37.728352, -121.422049 37.728214, -121.42192 37.728214, -121.42192 37.728352, -121.422049 37.728352))",,"[6901750463, 6901750464, 6901750465, 6901750466, 6901750463]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201088,,,"POLYGON ((-121.421754 37.728201, -121.421754 37.728347, -121.42184 37.728347, -121.42184 37.728279, -121.421899 37.728279, -121.421899 37.728201, -121.421754 37.728201))",,"[6901750467, 6901750468, 6901750469, 6901750470, 6901750471, 6901750472, 6901750467]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201089,,,"POLYGON ((-121.42158 37.728303, -121.421644 37.728303, -121.421644 37.728354, -121.421727 37.728354, -121.421727 37.72818, -121.421631 37.72818, -121.421631 37.728212, -121.42158 37.728212, -121.42158 37.728303))",,"[6901750473, 6901750474, 6901750475, 6901750476, 6901750477, 6901750478, 6901750479, 6901750480, 6901750473]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201090,,,"POLYGON ((-121.421721 37.728082, -121.421716 37.727909, -121.42158 37.727911, -121.421584 37.72805, -121.421619 37.72805, -121.42162 37.728083, -121.421721 37.728082))",,"[6901750481, 6901750482, 6901750483, 6901750484, 6901757585, 6901757586, 6901750481]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201091,,,"POLYGON ((-121.421746 37.727921, -121.421746 37.728048, -121.421896 37.728048, -121.421896 37.727921, -121.421746 37.727921))",,"[6901757587, 6901757588, 6901757589, 6901757590, 6901757587]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201092,,,"POLYGON ((-121.42206 37.727904, -121.421963 37.727904, -121.421963 37.727978, -121.421934 37.727978, -121.421934 37.728057, -121.42206 37.728057, -121.42206 37.727904))",,"[6901757591, 6901757592, 6901757593, 6901757594, 6901757595, 6901757596, 6901757591]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201093,,,"POLYGON ((-121.422191 37.727963, -121.422191 37.727912, -121.4221 37.727912, -121.4221 37.728052, -121.422245 37.728052, -121.422245 37.727963, -121.422191 37.727963))",,"[6901757597, 6901757598, 6901757599, 6901757600, 6901757601, 6901757602, 6901757597]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201094,,,"POLYGON ((-121.422296 37.72805, -121.422414 37.72805, -121.422414 37.727902, -121.422296 37.727902, -121.422296 37.72805))",,"[6901757603, 6901757604, 6901757605, 6901757606, 6901757603]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201095,,,"POLYGON ((-121.422532 37.727908, -121.422443 37.727908, -121.422443 37.728048, -121.422588 37.728048, -121.422588 37.727946, -121.422532 37.727946, -121.422532 37.727908))",,"[6901757607, 6901757608, 6901757609, 6901757610, 6901757611, 6901757612, 6901757607]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201096,,,"POLYGON ((-121.422623 37.728027, -121.422765 37.728027, -121.422765 37.727891, -121.422623 37.727891, -121.422623 37.728027))",,"[6901757613, 6901757614, 6901757615, 6901757616, 6901757613]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201097,,,"POLYGON ((-121.421727 37.727645, -121.421727 37.727486, -121.42158 37.727486, -121.42158 37.727594, -121.421641 37.727594, -121.421641 37.727645, -121.421727 37.727645))",,"[6901757617, 6901757618, 6901757619, 6901757620, 6901757621, 6901757622, 6901757617]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201098,,,"POLYGON ((-121.421896 37.727643, -121.421896 37.727488, -121.421757 37.727488, -121.421757 37.727643, -121.421896 37.727643))",,"[6901757623, 6901757624, 6901757625, 6901757626, 6901757623]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201099,,,"POLYGON ((-121.422071 37.727647, -121.422071 37.727492, -121.421936 37.727492, -121.421936 37.727647, -121.422071 37.727647))",,"[6901757627, 6901757628, 6901757629, 6901757630, 6901757627]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201100,,,"POLYGON ((-121.422244 37.727601, -121.422244 37.727505, -121.422095 37.727506, -121.422096 37.727625, -121.422182 37.727625, -121.422182 37.727601, -121.422244 37.727601))",,"[6901757631, 6901757632, 6901757633, 6901757634, 6901757635, 6901757636, 6901757631]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201101,,,"POLYGON ((-121.422348 37.727437, -121.422278 37.727437, -121.422276 37.727621, -121.422351 37.727622, -121.422352 37.727554, -121.422415 37.727554, -121.422416 37.727474, -121.422347 37.727473, -121.422348 37.727437))",,"[6901757637, 6901757638, 6901757639, 6901757640, 6901757641, 6901757642, 6901757643, 6901757644, 6901757637]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201102,,,"POLYGON ((-121.421726 37.727378, -121.421725 37.727204, -121.42158 37.727204, -121.421581 37.727342, -121.421626 37.727342, -121.421626 37.727378, -121.421726 37.727378))",,"[6901757645, 6901757646, 6901757647, 6901757648, 6901757649, 6901757650, 6901757645]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201103,,,"POLYGON ((-121.421832 37.727282, -121.421832 37.72721, -121.421749 37.72721, -121.421749 37.727359, -121.421894 37.727359, -121.421894 37.727282, -121.421832 37.727282))",,"[6901757651, 6901757652, 6901757653, 6901757654, 6901757655, 6901757656, 6901757651]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201104,,,"POLYGON ((-121.422191 37.727198, -121.4221 37.727198, -121.4221 37.727365, -121.422234 37.727365, -121.422234 37.727234, -121.422191 37.727234, -121.422191 37.727198))",,"[6901757657, 6901757658, 6901757659, 6901757660, 6901757661, 6901757662, 6901757657]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201105,,,"POLYGON ((-121.422269 37.727257, -121.422269 37.727391, -121.422419 37.727391, -121.422419 37.727293, -121.422376 37.727293, -121.422376 37.727257, -121.422269 37.727257))",,"[6901757663, 6901757664, 6901757665, 6901757666, 6901757667, 6901757668, 6901757663]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201106,,,"POLYGON ((-121.422626 37.726898, -121.422661 37.726898, -121.422661 37.726962, -121.42276 37.726962, -121.42276 37.726799, -121.422626 37.726799, -121.422626 37.726898))",,"[6901757669, 6901757670, 6901757671, 6901757672, 6901757673, 6901757674, 6901757669]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201107,,,"POLYGON ((-121.422532 37.726911, -121.422588 37.726911, -121.422588 37.726788, -121.422435 37.726788, -121.422435 37.726937, -121.422532 37.726937, -121.422532 37.726911))",,"[6901757675, 6901757676, 6901757677, 6901757678, 6901757679, 6901757680, 6901757675]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201108,,,"POLYGON ((-121.422277 37.726877, -121.422317 37.726877, -121.422317 37.726943, -121.422411 37.726943, -121.422411 37.72679, -121.422277 37.72679, -121.422277 37.726877))",,"[6901757681, 6901757682, 6901757683, 6901757684, 6901757685, 6901757686, 6901757681]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201109,,,"POLYGON ((-121.422242 37.726926, -121.422242 37.72679, -121.422103 37.72679, -121.422103 37.726926, -121.422242 37.726926))",,"[6901757687, 6901757688, 6901757689, 6901757690, 6901757687]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201110,,,"POLYGON ((-121.422068 37.726941, -121.422068 37.726792, -121.42195 37.726792, -121.42195 37.726941, -121.422068 37.726941))",,"[6901757691, 6901757692, 6901757693, 6901757694, 6901757691]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201111,,,"POLYGON ((-121.421904 37.726947, -121.421904 37.726809, -121.421757 37.726809, -121.421757 37.726947, -121.421904 37.726947))",,"[6901757695, 6901757696, 6901757697, 6901757698, 6901757695]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201112,,,"POLYGON ((-121.42158 37.726894, -121.421641 37.726894, -121.421641 37.726949, -121.42173 37.726949, -121.42173 37.726786, -121.42158 37.726786, -121.42158 37.726894))",,"[6901757699, 6901757700, 6901757701, 6901757702, 6901757703, 6901757704, 6901757699]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201113,,,"POLYGON ((-121.421588 37.726674, -121.421733 37.726674, -121.421733 37.726504, -121.421588 37.726504, -121.421588 37.726674))",,"[6901757705, 6901757706, 6901757707, 6901757708, 6901757705]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201114,,,"POLYGON ((-121.421757 37.726663, -121.421877 37.726663, -121.421877 37.726502, -121.421757 37.726502, -121.421757 37.726663))",,"[6901757709, 6901757710, 6901757711, 6901757712, 6901757709]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201115,,,"POLYGON ((-121.422076 37.726504, -121.421936 37.726504, -121.421936 37.726671, -121.422076 37.726671, -121.422076 37.726504))",,"[6901757713, 6901757714, 6901757715, 6901757716, 6901757713]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201116,,,"POLYGON ((-121.422103 37.726493, -121.422103 37.726629, -121.422242 37.726629, -121.422242 37.726493, -121.422103 37.726493))",,"[6901757717, 6901757718, 6901757719, 6901757720, 6901757717]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201117,,,"POLYGON ((-121.422407 37.726648, -121.422409 37.726502, -121.422287 37.7265, -121.422284 37.726647, -121.422407 37.726648))",,"[6901757721, 6901757722, 6901757723, 6901757724, 6901757721]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201118,,,"POLYGON ((-121.422446 37.72651, -121.422446 37.726648, -121.422588 37.726648, -121.422588 37.72651, -121.422446 37.72651))",,"[6901757725, 6901757726, 6901757727, 6901757728, 6901757725]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201119,,,"POLYGON ((-121.422602 37.726674, -121.422733 37.726674, -121.422733 37.726546, -121.422602 37.726546, -121.422602 37.726674))",,"[6901757729, 6901757730, 6901757731, 6901757732, 6901757729]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201120,,,"POLYGON ((-121.422982 37.726083, -121.422855 37.726035, -121.42278 37.726159, -121.422908 37.726207, -121.422982 37.726083))",,"[6901757733, 6901757734, 6901757735, 6901757736, 6901757733]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201121,,,"POLYGON ((-121.422755 37.72605, -121.422612 37.72605, -121.422612 37.726175, -121.422755 37.726175, -121.422755 37.72605))",,"[6901757737, 6901757738, 6901757739, 6901757740, 6901757737]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201122,,,"POLYGON ((-121.422442 37.726085, -121.422444 37.726235, -121.422529 37.726235, -121.422528 37.72617, -121.422595 37.72617, -121.422594 37.726084, -121.422442 37.726085))",,"[6901757741, 6901757742, 6901757743, 6901757744, 6901757745, 6901757746, 6901757741]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201123,,,"POLYGON ((-121.422277 37.726086, -121.422277 37.726217, -121.422414 37.726217, -121.422414 37.726086, -121.422277 37.726086))",,"[6901757747, 6901757748, 6901757749, 6901757750, 6901757747]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201124,,,"POLYGON ((-121.422105 37.726094, -121.422105 37.726234, -121.42224 37.726234, -121.42224 37.726094, -121.422105 37.726094))",,"[6901757751, 6901757752, 6901757753, 6901757754, 6901757751]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201125,,,"POLYGON ((-121.421936 37.726207, -121.422001 37.726207, -121.422001 37.726253, -121.422073 37.726253, -121.422073 37.726075, -121.421936 37.726075, -121.421936 37.726207))",,"[6901757755, 6901757756, 6901757757, 6901757758, 6901757759, 6901757760, 6901757755]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201126,,,"POLYGON ((-121.421907 37.726243, -121.421907 37.726071, -121.421762 37.726071, -121.421762 37.726243, -121.421907 37.726243))",,"[6901757761, 6901757762, 6901757763, 6901757764, 6901757761]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201127,,,"POLYGON ((-121.421727 37.726082, -121.421585 37.726082, -121.421585 37.726167, -121.421639 37.726167, -121.421639 37.726234, -121.421727 37.726234, -121.421727 37.726082))",,"[6901757765, 6901757766, 6901757767, 6901757768, 6901757769, 6901757770, 6901757765]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737201128,,,"POLYGON ((-121.421733 37.725806, -121.421585 37.725806, -121.421585 37.725937, -121.421649 37.725937, -121.421649 37.725976, -121.421733 37.725976, -121.421733 37.725806))",,"[6901757771, 6901757772, 6901757773, 6901757774, 6901757775, 6901757776, 6901757771]",,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
